id,name,age,stats,height,weight,squad_number
130785,Nobel Mendy,21,80.0,187.0,78,32.0
131714,Álvaro Santiago Mouriño González,23,85.0,183.0,76,15.0
132577,Andrés López Gallo,22,75.5,188.0,80,32.0
132672,Iker Muñoz Cameros,22,85.0,179.0,70,8.0
133514,Gonzalo García Torres,21,82.0,182.0,74,30.0
133517,Manuel Bueno Sebastián,21,78.0,178.0,70,28.0
134027,Sergio Mestre Sánchez,20,75.5,193.0,80,42.0
134702,Javier Guerra Moreno,22,88.0,187.0,77,8.0
135558,Unai Gómez Echevarria,22,85.0,183.0,75,20.0
136744,Carlos Vicente Robles,26,87.0,176.0,72,7.0
136890,Alejandro San Cristóbal Sánchez,28,81.0,181.0,72,18.0
137000,Pablo Cuñat Campos,23,80.0,188.0,77,1.0
137029,Alberto Reina Campos,28,81.0,168.0,70,5.0
137075,Ramón Martínez Gil,22,77.0,185.0,71,22.0
137080,Isaac Romero Bernal,25,87.0,184.0,70,7.0
137085,Unai Egíluz Arroyo,23,80.0,186.0,78,29.0
137089,Hugo Rincón Lumbreras,22,82.0,183.0,78,2.0
137091,Alejandro Rego Mora,22,75.5,192.0,79,30.0
137106,Jon Gorrotxategi Etxaniz,23,82.0,177.0,74,14.0
137249,Javier Rueda García,23,80.0,177.0,71,17.0
137256,Héctor Fort García,19,82.0,185.0,78,39.0
137340,Willy Kambwala Ndengushi,21,82.0,192.0,85,5.0
137546,Miguel Román González,22,77.0,178.0,70,16.0
137578,Fermín López Marín,22,89.0,174.0,64,16.0
137619,Sergi Altimira Clavell,24,88.0,188.0,75,6.0
137656,Ilyas Chaira,24,82.0,175.0,70,7.0
137675,Raúl Asencio Del Rosario,22,88.0,184.0,79,17.0
138048,Gerard Martin Langreo,23,85.0,186.0,73,18.0
138965,Abdel Rahim Alhassane Bonkano,23,82.0,184.0,75,3.0
139611,Marc Bernal Casas,18,80.0,193.0,84,22.0
139750,César Tárrega Requeni,23,86.0,194.0,78,5.0
139751,Pau Cubarsí Paredes,18,90.0,184.0,75,5.0
140175,Asier Osambela Larraya,20,77.0,186.0,75,29.0
140176,Jon Martín Vicente,19,82.0,185.0,83,31.0
140223,Matías Agustín Moreno,21,80.0,193.0,80,2.0
140519,Víctor Muñoz Villanueva,22,78.0,173.0,64,21.0
140540,Mawuli Kwame Mensah Vadze,21,77.0,168.0,66,28.0
140558,David López Guijarro,22,78.0,195.0,82,27.0
141075,Antoniu Roca Vives,23,82.0,180.0,65,20.0
141616,Rodrigo Mendoza Martinez Moya,20,80.0,182.0,75,30.0
141909,Mauro Echegoyen Berrozpe,20,75.5,168.0,62,26.0
141968,Vitor De Oliveira Nunes Dos Reis,19,83.0,186.0,77,12.0
141994,Ali Houary Jeddoub,20,75.5,178.0,74,35.0
141995,Adam Boayar Benaisa,19,75.5,180.0,75,32.0
142559,Victor Parada González,23,78.0,184.0,74,24.0
142808,Adama Boiro Boiro,23,83.0,183.0,75,19.0
143202,Franco Mastantuono,18,85.0,177.0,71,30.0
143368,Mikel Jauregizar Alboniga,21,87.0,177.0,71,18.0
143426,David Otorbi Ejededawe,17,75.5,180.0,70,27.0
143572,Jon De Luis Suescun,22,75.5,186.0,75,34.0
143601,Dimitrios Stamatakis,22,75.5,191.0,83,31.0
143604,Javier Rodríguez Galiano,22,86.0,178.0,70,32.0
143605,Damián Rodríguez Sousa,22,82.0,180.0,75,14.0
143879,Pau Navarro Badenes,20,80.0,185.0,75,26.0
144663,Karl Edouard Blaise Etta Eyong,21,80.0,181.0,75,21.0
144949,Pol Tristán Jiménez,23,75.5,184.0,73,30.0
146902,Carlos Espí Escrihuela,20,77.0,194.0,83,19.0
147939,Adrián Liso Lahoz,20,80.0,182.0,70,23.0
147940,Jorge Cabello Trujillo,21,80.0,180.0,76,14.0
149230,Alberto Risco Alcántara,20,75.5,178.0,68,30.0
149730,Arkaitz Mariezkurrena Etxezarreta,20,78.0,181.0,68,40.0
150293,Maroan Sannadi Harrouch,24,84.0,192.0,80,21.0
151249,Vladyslav Krapyvtsov,20,75.5,188.0,70,25.0
151594,Francisco Javier Hernández Coarasa,21,80.0,175.0,68,14.0
151638,Ángel Ortiz Monterrey,21,78.0,167.0,60,40.0
151663,Manuel Fernández Arroyo,24,76.0,185.0,83,12.0
151725,Pablo García Fernández,19,76.0,175.0,67,42.0
151729,Salvador Esquivel Gámez,19,75.5,193.0,80,31.0
152049,Marc Domenech González,18,76.0,182.0,70,30.0
152072,Pau Cabanes De La Torre,20,78.0,179.0,74,33.0
153538,Coba Gomes Da Costa,23,82.0,182.0,73,20.0
154494,David Cordón Mancha,17,75.5,182.0,73,26.0
154507,Jean Ives Valou,19,75.5,188.0,80,27.0
154622,Papa Dame Ba,21,75.5,180.0,70,42.0
155056,Jofre Torrents Salvat,18,75.5,182.0,69,26.0
155063,Jan Virgili Tenas,19,75.5,173.0,62,29.0
155230,Albert Constantin Niculăesei Plesca,17,75.5,186.0,76,27.0
158326,Lander Pinillos Wilson,21,75.5,178.0,70,28.0
160042,Ismael Bekhoucha,20,76.0,176.0,69,31.0
161266,Juan Pedro Gil Bueno,24,75.5,185.0,74,30.0
163479,Miguel De Jesús Narváez López,23,75.5,188.0,79,26.0
164465,Thiago Pitarch Pinar,18,75.5,179.0,66,42.0
